Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.033018995,0.24095519,0.6898705,0.0034678048,0.0037878233,0.0062987683,0.0072459565,0.0009871458,0.0124687785,0.0018990563
2,0.10161514,0.021500232,0.7808908,0.004603685,0.011329974,0.019155111,0.0024082842,0.0008758169,0.053163897,0.004457034
3,0.73337555,0.0047377204,0.004241241,0.0031113368,0.009652311,0.008431944,0.0035425036,0.2240736,0.000759815,0.008073981
4,0.99869674,0.00043745985,0.00015662618,6.392206e-05,0.00014743039,3.4318284e-05,0.000121317455,0.00012621013,3.5438978e-05,0.00018053387
5,0.97550315,0.01558417,0.001279024,0.0003442581,0.0011237704,0.0011139055,0.002176704,0.0018094096,0.0002986158,0.00076703506
6,0.44822496,0.0014304367,0.0027599554,0.024556777,0.13563909,0.1749273,0.026543675,0.17752983,0.0018071658,0.0065808
7,0.8581191,0.019278312,0.003976211,0.025049325,0.01843679,0.035477217,0.0020924425,0.0012882315,0.01900172,0.017280692
8,0.9685864,0.00071066694,0.00023438952,0.0025547366,0.022618832,0.0008842124,0.0016407395,0.0014013734,0.00029258398,0.0010760684
9,0.9922131,0.00025012932,0.00017072636,9.696203e-05,0.0020082507,0.0012111156,0.00068419194,0.0031410235,7.884582e-05,0.00014569711
10,0.5681422,0.42327043,0.0022262975,0.00060279353,0.00064538425,0.00087535183,0.0007285526,0.00074261846,0.0017984296,0.00096797815
11,0.9920598,0.00052465743,0.00033974173,0.00011507468,0.001258109,0.00028937636,0.0010153601,0.00267983,0.00017990831,0.0015380944
12,0.12541538,0.003947719,0.004213278,0.036579624,0.061556134,0.0043305038,0.004348765,0.0030692837,0.0022656184,0.7542737
13,0.9883406,0.005363137,0.0006821585,0.0001129082,0.00031734028,0.00019053486,0.0010536101,0.00022867411,6.82643e-05,0.0036427737
14,0.6254902,0.020539997,0.0017454636,0.086419836,0.0317136,0.03844298,0.018371236,0.15781276,0.008368291,0.011095636
15,0.22831796,0.009605592,0.00047685343,0.7292025,0.009144146,0.0027822403,0.0050385795,0.0055852523,0.0046063834,0.005240481
16,0.9102888,0.0011689548,0.00038661135,0.016600402,0.0021391928,0.0006881204,0.011182785,0.05548987,0.000508209,0.0015470856
17,0.28986412,0.07556912,0.14551763,0.16227752,0.14162314,0.06519408,0.018399993,0.010451083,0.020367013,0.0707363
18,0.9988312,0.00086205977,3.2552816e-05,1.4389965e-05,2.4026509e-05,2.8738283e-05,3.0907395e-05,0.00012542542,1.1577613e-05,3.907344e-05
19,0.035858728,0.022374297,0.17057146,0.0044474327,0.041329104,0.25032663,0.015740693,0.0546768,0.38687903,0.017795822
20,0.08594942,0.89570874,0.002383798,0.00093218806,0.0029820602,0.0015787326,0.0042649973,0.0014439292,0.0018088128,0.0029472972
21,0.13698843,0.7982838,0.034496978,0.012085228,0.001072487,0.001810066,0.0062051252,0.0037070715,0.0036583277,0.0016924479
22,0.9584934,0.0019213831,0.0068593523,0.0007345825,0.0031859425,0.015893355,0.004466859,0.0042151934,0.0012959086,0.002934026
23,0.712893,0.17121764,0.013336039,0.0061785653,0.048749276,0.0072833584,0.007453874,0.021641461,0.0034173548,0.007829366
24,0.2790459,0.17692982,0.0002701465,0.5392522,0.00042709833,0.00074427016,0.00102682,0.0015461869,0.00021192984,0.00054559024
25,0.9887782,0.0060386965,0.0008623248,0.00041638283,0.0009024826,0.00071939424,0.0007547251,0.00070418254,0.00015452737,0.0006691616
26,0.15303436,0.25068834,0.0020340174,0.580813,0.0015776905,0.0014017617,0.006180862,0.0005489954,0.0013162971,0.0024046355
27,0.0073880116,0.067636445,0.7676737,0.001071981,0.00450497,0.13797972,0.0035986144,0.00024549066,0.0072464556,0.0026546312
28,0.22864752,0.003457235,0.0039512226,0.004815861,0.05065149,0.03126434,0.010044763,0.6555486,0.0023335558,0.009285467
29,0.14322507,0.0010469651,0.00088455796,0.0025902854,0.014470217,0.58339894,0.0060075503,0.24607418,0.0011860994,0.0011160818
30,0.99794644,0.00014310048,3.995912e-05,6.0077e-05,0.0002254477,8.531199e-05,0.00019592019,0.0011583674,3.2401353e-05,0.0001129487
31,0.013643254,0.009853062,0.0002614408,0.9670628,0.00075574045,0.0025616132,0.0037909022,0.00040811423,0.00030336372,0.001359775
32,0.9992003,0.00024921502,0.00012820272,3.154238e-05,0.00018309143,1.307503e-05,3.4319317e-05,5.8577607e-05,9.120907e-06,9.262257e-05
33,0.89592296,0.0043346505,0.0009955115,0.002239316,0.002584124,0.001152646,0.004237399,0.083779976,0.00074666255,0.0040067555
34,0.051963642,0.016081331,0.007284647,0.012049026,0.6823085,0.08552156,0.00650327,0.117483705,0.0076595275,0.013144811
35,0.22401214,0.0325443,0.003209751,0.54948753,0.010646672,0.13280131,0.019031515,0.009290097,0.009875737,0.009100979
36,0.39546335,0.2918087,0.065626554,0.16420032,0.0069098608,0.022158531,0.0066459784,0.014331648,0.0033796672,0.02947542
37,0.99913836,0.0004421984,4.8522405e-05,1.9024585e-05,3.4580506e-05,7.259609e-05,9.73488e-05,6.742589e-05,1.7513352e-05,6.244713e-05
