Sample_id,Sample_label
1,4
2,9
3,8
4,1
5,1
6,8
7,7
8,7
9,1
10,2
11,1
12,4
13,1
14,9
15,4
16,8
17,4
18,1
19,9
20,2
21,2
22,7
23,1
24,4
25,2
26,4
27,3
28,8
29,8
30,1
31,4
32,1
33,7
34,5
35,4
36,10
37,1
38,1
39,1
40,2
41,7
42,2
43,6
44,4
45,1
46,2
47,2
48,1
49,4
50,7
51,2
52,5
53,4
54,8
55,3
56,9
57,10
58,1
59,3
60,7
61,7
62,1
63,4
64,1
65,4
66,2
67,1
68,2
69,2
70,7
71,8
72,5
73,4
74,4
75,8
76,2
77,7
78,9
79,9
80,4
81,9
82,1
83,7
84,2
85,3
86,10
87,4
88,3
89,4
90,8
91,10
92,2
93,7
94,1
95,1
96,4
97,6
98,4
99,2
100,5
101,1
102,4
103,10
104,7
105,4
106,1
107,8
108,1
109,4
110,8
111,4
112,2
113,1
114,7
115,1
116,8
117,1
118,1
119,1
120,10
121,1
122,1
123,2
124,1
125,3
126,4
127,10
128,1
129,9
130,2
131,5
132,8
133,1
134,9
135,2
136,4
137,6
138,3
139,6
140,1
141,7
142,8
143,7
144,1
145,4
146,1
147,8
148,5
149,9
150,2
151,2
152,5
153,2
154,5
155,4
156,4
157,10
158,8
159,4
160,7
161,7
162,4
163,7
164,2
165,4
166,2
167,8
168,5
169,4
170,4
171,2
172,5
173,5
174,4
175,1
176,2
177,2
178,10
179,8
180,10
181,1
182,5
183,2
184,6
185,2
186,1
187,3
188,10
189,1
190,10
191,2
192,2
193,7
194,9
195,7
196,3
197,2
198,1
199,10
200,10
201,2
202,5
203,4
204,1
205,4
206,4
207,6
208,8
209,4
210,3
211,4
212,4
213,10
214,7
215,1
216,7
217,8
218,2
219,4
220,2
221,5
222,5
223,1
224,4
225,4
226,6
227,1
228,9
229,3
230,1
231,7
232,4
233,4
234,1
235,6
236,1
237,4
238,5
239,10
240,1
241,8
242,4
243,7
244,2
245,9
246,2
247,3
248,2
249,7
250,2
251,1
252,7
253,1
254,2
255,1
256,7
257,8
258,2
259,7
260,2
261,6
262,2
263,1
264,5
265,4
266,4
267,1
268,6
269,7
270,8
271,4
272,2
273,4
274,4
275,8
276,7
277,5
278,1
279,4
280,7
281,5
282,1
283,8
284,6
285,8
286,2
287,5
288,1
289,8
290,1
291,1
292,1
293,10
294,8
295,5
296,4
297,1
298,1
299,7
300,1
301,8
302,1
303,8
304,1
305,3
306,1
307,1
308,1
309,7
310,1
311,8
312,3
313,2
314,7
315,9
316,9
317,2
318,1
319,2
320,1
321,1
322,2
323,8
324,1
325,1
326,8
327,6
328,5
329,1
330,7
331,4
332,5
333,1
334,1
335,1
336,1
337,8
338,5
339,3
340,4
341,4
342,4
343,1
344,10
345,1
346,2
347,6
348,9
349,5
350,1
351,1
352,3
353,6
354,6
355,1
356,1
357,5
358,3
359,10
360,1
361,8
362,1
363,8
364,2
365,4
366,3
367,7
368,2
369,4
370,6
371,10
372,2
373,7
374,10
375,1
376,4
377,2
378,1
379,1
380,4
381,8
382,1
383,1
384,1
385,1
386,6
387,3
388,1
389,1
390,2
391,10
392,1
393,6
394,5
395,4
396,7
397,1
398,9
399,4
400,8
401,2
402,1
403,4
404,2
405,2
406,2
407,2
408,4
409,1
410,1
411,1
412,4
413,8
414,7
415,2
416,1
417,9
418,1
419,7
420,3
421,7
422,4
423,7
424,4
425,8
426,4
427,2
428,7
429,5
430,3
431,4
432,1
433,1
434,4
435,8
436,2
437,5
438,9
439,5
440,10
441,4
442,8
443,7
444,8
445,3
446,3
447,1
448,1
449,9
450,7
451,7
452,2
453,1
454,4
455,2
456,10
457,3
458,8
459,7
460,8
461,8
462,1
463,7
464,1
465,8
466,8
467,7
468,7
469,4
470,8
471,8
472,1
473,2
474,1
475,2
476,10
477,7
478,8
479,4
480,6
481,4
482,10
483,4
484,9
485,7
486,3
487,8
488,1
489,7
490,4
491,10
492,6
493,1
494,6
495,2
496,4
497,3
498,4
499,1
500,8
501,4
502,1
503,7
504,7
505,7
506,2
507,1
508,8
509,2
510,1
511,4
512,9
513,1
514,2
515,9
516,5
517,2
518,9
519,1
520,7
521,3
522,7
523,1
524,1
525,1
526,6
527,5
528,1
529,1
530,7
531,2
532,8
533,2
534,5
535,1
536,1
537,7
538,1
539,3
540,7
541,9
542,3
543,4
544,8
545,1
546,2
547,2
548,8
549,5
550,5
551,4
552,4
553,8
554,1
555,8
556,2
557,1
558,7
559,4
560,4
561,1
562,4
563,2
564,9
565,4
566,1
567,4
568,10
569,2
570,4
571,7
572,1
573,1
574,1
575,4
576,3
577,2
578,1
579,4
580,2
581,6
582,4
583,1
584,4
585,4
586,5
587,1
588,1
589,5
590,1
591,1
592,7
593,1
594,4
595,7
596,8
597,4
598,1
599,4
600,4
601,5
602,5
603,1
604,5
605,9
606,1
607,1
608,7
609,2
610,2
611,5
612,1
613,6
614,2
615,8
616,3
617,5
618,1
619,2
620,1
621,1
622,1
623,1
624,7
625,2
626,5
627,7
628,1
629,3
630,4
631,4
632,1
633,2
634,2
635,4
636,4
637,3
638,1
639,1
640,4
641,1
642,4
643,8
644,8
645,1
646,1
647,2
648,10
649,4
650,1
651,3
652,1
653,6
654,3
655,2
656,8
657,4
658,4
659,5
660,4
661,3
662,8
663,4
664,2
665,4
666,10
667,9
668,7
669,9
670,1
671,7
672,4
673,1
674,1
675,7
676,1
677,1
678,8
679,7
680,1
681,1
682,1
683,1
684,4
685,4
686,8
687,7
688,4
689,2
690,1
691,1
692,4
693,2
694,2
695,4
696,1
697,1
698,6
699,4
700,2
701,2
702,2
703,1
704,4
705,7
706,2
707,1
708,5
709,7
710,1
711,1
712,2
713,1
714,1
715,4
716,7
717,1
718,9
719,1
720,2
721,7
722,4
723,6
724,2
725,2
726,4
727,5
728,5
729,1
730,8
731,1
732,2
733,5
734,4
735,8
736,8
737,2
738,2
739,7
740,1
741,4
742,2
743,4
744,7
745,4
746,10
747,4
748,8
749,7
750,8
751,8
752,3
753,7
754,10
755,9
756,6
757,7
758,7
759,8
760,1
761,2
762,1
763,1
764,4
765,1
766,5
767,1
768,7
769,10
770,1
771,1
772,1
773,7
774,1
775,5
776,4
777,1
778,7
779,1
780,5
781,1
782,7
783,1
784,9
785,4
786,1
787,2
788,9
789,1
790,1
791,1
792,1
793,8
794,9
795,2
796,4
797,4
798,8
799,1
800,10
801,8
802,2
803,6
804,1
805,2
806,2
807,2
808,1
809,8
810,2
811,1
812,10
813,2
814,1
815,2
816,8
817,6
818,7
819,8
820,2
821,2
822,2
823,9
824,1
825,6
826,5
827,7
828,7
829,1
830,2
831,8
832,9
833,8
834,8
835,1
836,2
837,1
838,7
839,5
840,8
841,7
842,4
843,1
844,4
845,6
846,4
847,7
848,6
849,8
850,5
851,4
852,5
853,2
854,4
855,1
856,4
857,1
858,2
859,9
860,10
861,1
862,9
863,2
864,1
865,9
866,9
867,8
868,3
869,5
870,4
871,2
