Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.11175141308153672,0.13472825802119784,0.11289681960879532,0.2494128748432465,0.03415501963489413,0.12266175256934446,0.11235460276374333,0.003793391424744533,0.09243892994521781,0.025806938107279312
2,0.057838739181147535,0.12865062969147198,0.0928186509963918,0.252714993774694,0.03823210715456893,0.08912782503203637,0.11291858548180493,0.009916969869716389,0.17414175126752848,0.043639747550639624
3,0.5608130743918778,0.11716568992211736,0.0013598127966817652,0.013574473712547152,0.0268944118619455,0.08594762234834516,0.029540693678660836,0.11387010140466895,0.0027952731729639756,0.04803884671019136
4,0.8603210244098788,0.1301055540746235,0.0029569891178871715,0.00023928746153386028,0.0005583729394482859,0.00010808475022719263,0.0025104704671578644,0.0013939202132949144,7.583675384647649e-05,0.0017304598121018297
5,0.8575844074124519,0.045302125055804346,0.0027972555869976755,0.014558505189669784,0.004926496037938262,0.02605395012251903,0.0058757401227822,0.017812166722862344,0.0026250384113870023,0.02246431533758745
6,0.1474280633388347,0.007220287037332519,0.002047998342518363,0.03250485042048417,0.22431302449208815,0.21026024571414056,0.02768398271051735,0.31672553796854197,0.0034903260009601757,0.028325683974582138
7,0.09523037332808706,0.0741200973637042,0.012173588180765011,0.16363346472500012,0.041363044239170095,0.2875649715966655,0.03316690404899423,0.008434269398772008,0.2690426434983562,0.015270643620485577
8,0.4477033936557754,0.06008987911234707,0.00018379505881633773,0.037652775041464005,0.20880970191370476,0.011272078936853737,0.07620233118428245,0.10432706364430552,0.008442040696006103,0.04531694075644477
9,0.8900026637451159,0.00879971688356576,0.0013938410919851528,0.0012172200918705866,0.017950867597182285,0.011128816857504876,0.010702626123184657,0.052629283483075655,0.001874724493974494,0.0043002396325406604
10,0.1367788944337979,0.7975227968455181,0.009624186511956427,0.01177795660794451,0.0034577058409999213,0.004058690011945745,0.0024108096233802943,0.009966511917906557,0.02104749873592779,0.0033549494706228795
11,0.8184643233985773,0.05370304604535561,0.001707381455710993,0.0036833017299117915,0.035978025212476984,0.027054202316117163,0.03253730718517366,0.020496249466248388,0.0009985491124934558,0.005377614077934774
12,0.03390980985699612,0.0069522205118205185,0.005698597332661614,0.170944866002956,0.5030315105886078,0.014754940360545428,0.062124864650686056,0.02528959187609979,0.018247036550459877,0.15904656226916672
13,0.899233126802042,0.04912159222545144,0.006633542605722483,0.0018077624800864039,0.0029226207699431742,0.004375653285200923,0.0066444634370877425,0.007128664111898904,0.0011900567029629375,0.020942517579604036
14,0.10643900813551968,0.009718498223227838,0.017062326314314376,0.22514503381588616,0.00864069298277233,0.014377859122925836,0.02906572960590359,0.501856527661838,0.028684496834213265,0.05900982730339888
