Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
1,0.02320142,0.179901,0.70009863,0.01315836,0.004243236,0.023396252,0.027600762,0.0013394667,0.022181483,0.004879391
2,0.060069617,0.012831284,0.68687975,0.014535783,0.009409892,0.033772487,0.0032618835,0.0036603617,0.16518791,0.010391028
3,0.56128794,0.0050773,0.002947645,0.0020971429,0.010251832,0.02524735,0.003003921,0.3848075,0.0015434396,0.0037358685
4,0.99527824,0.0039806115,0.00019329238,3.3414508e-05,9.515913e-05,1.8703558e-05,0.00013422595,9.138334e-05,3.6731046e-05,0.00013822629
5,0.98919094,0.0038427238,0.00063880574,0.00019320502,0.00042902463,0.0015553462,0.0018340216,0.0011402734,0.0002789461,0.0008967726
6,0.4026428,0.0001552454,0.0013805634,0.015356631,0.055821735,0.15872595,0.022086307,0.3321805,0.0021108736,0.009539405
7,0.16070491,0.07147261,0.060827974,0.113679506,0.102905974,0.10188139,0.01901897,0.01590205,0.1524164,0.20119019
8,0.9175357,0.00036299363,0.00014750338,0.005151878,0.069057256,0.00023024272,0.002601909,0.0027836796,0.00038067624,0.0017481557
9,0.997521,8.009987e-05,2.4545518e-05,2.0072634e-05,0.00095359783,0.00032177806,0.00024135069,0.00072792894,3.6385754e-05,7.325709e-05
10,0.4730969,0.46295547,0.015668053,0.0013721449,0.008750187,0.003625485,0.0057973,0.004392665,0.020530133,0.0038116518
11,0.9109263,0.0019270189,0.0035024527,0.0014515442,0.011237019,0.0016812903,0.012889511,0.048801817,0.0018298901,0.0057531553
12,0.2502174,0.015734278,0.01426807,0.013060321,0.41488758,0.009798743,0.024377925,0.024354314,0.009842433,0.22345892
13,0.81645584,0.13741793,0.009265316,0.00065514626,0.003548202,0.0010390589,0.012502816,0.0017829591,0.00068824925,0.016644495
14,0.38461676,0.041068844,0.003124688,0.026905393,0.27862597,0.060521267,0.037100274,0.12336605,0.027370108,0.017300617
15,0.114744216,0.00450002,0.00011898465,0.8579925,0.0080509735,0.0011553894,0.0017755532,0.007164889,0.0023932052,0.002104262
16,0.8420636,0.0055012195,0.0005897001,0.032091543,0.0026824742,0.0007548158,0.07047544,0.039027967,0.0012376328,0.0055755973
17,0.09496831,0.090324745,0.46175128,0.1893991,0.097537756,0.017266236,0.009073862,0.006744868,0.011021196,0.021912621
18,0.99642676,0.0034191238,4.965022e-05,5.1219963e-06,1.0315405e-05,1.0321723e-05,1.2722358e-05,2.0120358e-05,1.0811092e-05,3.4997283e-05
19,0.19614325,0.02073077,0.27221286,0.00999562,0.035706423,0.22541085,0.021810818,0.021170557,0.17758296,0.0192359
20,0.13291015,0.8538121,0.0017849675,0.0006183292,0.002158675,0.0010962033,0.0020895088,0.0007142263,0.0016586949,0.0031572012
21,0.015194263,0.9750242,0.006085315,0.001659734,6.350765e-05,0.00017368658,0.0008529633,0.00038193873,0.00032380733,0.00024063066
22,0.9186007,0.006484215,0.013915444,0.0019047058,0.009289955,0.015089197,0.010383429,0.010644414,0.0050478945,0.008640044
23,0.90666795,0.015489617,0.015426869,0.0034980858,0.020033235,0.015225939,0.0043013855,0.012232082,0.002419414,0.004705378
24,0.39554244,0.047484502,0.00030392013,0.5482319,0.00048150477,0.0020481711,0.002021478,0.00248353,0.00050933973,0.00089320325
25,0.99617815,0.0015885265,0.00064557046,8.158546e-05,8.164601e-05,0.00027791812,0.00038389186,0.00043011853,9.0775044e-05,0.00024185356
26,0.34921914,0.075200975,0.0021411336,0.55342484,0.0042064595,0.002464519,0.0045305607,0.0011277114,0.0037793925,0.0039052616
27,0.0036682526,0.026579477,0.9056935,0.00077823456,0.002620417,0.054144308,0.0024558248,9.662373e-05,0.0031194347,0.00084400945
28,0.060329854,0.00016451791,0.0009755361,0.001148323,0.009959734,0.014202857,0.0020535274,0.909174,0.00082352874,0.0011680333
29,0.366454,0.00017978554,0.001024393,0.0013816038,0.029482704,0.413489,0.0036033231,0.18113291,0.0018800233,0.001372198
30,0.99748707,2.9277327e-05,2.536529e-05,4.5576304e-05,9.990568e-05,8.577032e-05,9.931273e-05,0.0019355702,2.8042032e-05,0.00016415444
31,0.030708738,0.014699544,0.0003798079,0.93585944,0.0011537154,0.0023287018,0.009833777,0.001153798,0.0005263027,0.0033561413
32,0.9997739,6.021515e-05,2.396916e-05,5.166761e-06,5.172926e-05,3.5386727e-06,1.1907231e-05,1.4560412e-05,4.0329205e-06,5.0935825e-05
33,0.9052602,0.019005025,0.0032845843,0.002734602,0.0015869312,0.00089674536,0.0092925355,0.037914574,0.0011632182,0.018861556
34,0.32306364,0.008097321,0.005947523,0.02203694,0.39259964,0.04239093,0.0075747506,0.1435416,0.017618425,0.037129257
35,0.32549185,0.020390462,0.0012306883,0.58408207,0.007054373,0.024140202,0.014816319,0.0065064305,0.011106831,0.0051807887
36,0.4184269,0.3259361,0.053372335,0.038963065,0.016422773,0.07152086,0.013779423,0.022886371,0.006334159,0.03235806
37,0.99908006,0.00026450335,7.500839e-05,1.1986621e-05,3.4284993e-05,6.208423e-05,0.0002000279,0.0001615511,2.4118917e-05,8.633891e-05
38,0.99493414,0.00040032493,0.00016189157,3.8723283e-05,0.0037897793,5.701298e-05,0.0001478081,0.0002565576,4.6797166e-05,0.00016702786
39,0.9998018,4.6253183e-05,6.2743065e-06,2.0518248e-05,3.1291635e-05,7.816785e-06,1.01751175e-05,1.6136595e-05,9.360216e-06,5.0399052e-05
40,0.28474784,0.5968505,0.0049501453,0.0141885,0.07799061,0.010158579,0.0021087995,0.0035017799,0.0020864266,0.0034168041
41,0.76440555,0.0023991757,0.0012770174,0.0019530606,0.06480762,0.006957742,0.0056552743,0.077014595,0.0017407481,0.07378919
42,0.046390694,0.9430216,0.00037568784,0.00071391236,0.001777777,0.00058123696,0.0019830624,0.0009874655,0.0012272072,0.002941352
43,0.2626612,0.014590716,0.2833239,0.00789844,0.057830177,0.04792198,0.012977946,0.2472826,0.020691238,0.044821788
44,0.9485438,0.004035041,0.0014769656,0.0045255055,0.005652088,0.0015319803,0.0114834225,0.01616643,0.0048704785,0.0017143055
45,0.83519846,0.02293937,0.018365702,0.026518831,0.009552229,0.0038270054,0.0042000315,0.01265516,0.01142054,0.055322673
46,0.011702799,0.987501,0.000120248376,5.997335e-06,2.5030255e-05,7.298025e-05,0.00039753973,2.2590682e-05,0.00010192499,4.9814174e-05
47,0.09640925,0.9016025,7.204844e-05,0.0008479849,0.0001030456,0.0001368673,0.00014984698,6.298697e-05,0.00055260584,6.281564e-05
48,0.99950397,0.00014203579,4.4962235e-05,2.2548915e-05,4.939873e-05,2.3679337e-05,0.00012098219,1.884293e-05,1.2502636e-05,6.107072e-05
49,0.82183486,0.00084825954,0.0012692794,0.14131725,0.006060396,0.010464946,0.0062320684,0.005793856,0.0007003833,0.0054787444
50,0.9740452,0.012011918,0.0006615461,0.0012365208,0.0013474994,0.003697427,0.0031707382,0.0030935954,0.0004560806,0.00027944238
51,0.14060989,0.83678865,0.0040746345,0.0009272008,0.00035660528,0.005850641,0.0029436606,0.0002632586,0.007832522,0.0003529002
52,0.030028142,0.0026911702,0.2519306,0.005621424,0.031068917,0.6415134,0.011752093,0.0027547227,0.020691369,0.0019480945
53,0.47778958,0.1088488,0.00077068165,0.15124393,0.014235209,0.17905985,0.025969569,0.0039422303,0.0046655266,0.033474643
54,0.7299103,0.006125012,0.0017623388,0.0034771212,0.012618834,0.008036241,0.2272068,0.0054199253,0.0026121584,0.0028313058
55,0.00055981585,0.0015283576,0.98451704,0.00048131868,0.00095503544,0.0033389532,0.0016475823,0.0003003316,0.0058061993,0.0008653687
56,0.0019849387,0.026527394,0.8576981,0.0027720344,0.08672625,0.007735886,0.0040995413,0.0023217376,0.009222574,0.00091158925
57,0.013012801,0.053702667,0.014034229,0.034095205,0.0037717419,0.0030236673,0.023068931,0.0028725918,0.814198,0.03822015
58,0.9985588,0.000730788,6.94721e-05,3.3696168e-05,0.00015758704,4.4829587e-05,0.00018923309,8.0110745e-05,3.4213554e-05,0.000101306374
59,0.00029388847,0.00040349708,0.969403,0.00020829462,0.005602777,0.019783564,0.00022921151,3.8163027e-05,0.003855158,0.00018239199
60,0.88597286,0.08558632,0.0044316705,0.0013782177,0.0016927359,0.0024133024,0.004113417,0.0035780002,0.0008268293,0.010006687
61,0.73739797,0.007816116,0.0015317998,0.18780427,0.0008881192,0.033140257,0.011734868,0.014617975,0.0011161448,0.00395254
62,0.9392838,0.013283893,0.0189106,0.0028631703,0.0052549285,0.007647057,0.0022332082,0.0040196558,0.0011862312,0.005317506
63,0.0034914515,0.0020997133,9.405631e-05,0.9905096,0.0013782172,0.001023199,0.00045086318,0.00018786854,0.00016635597,0.0005987182
64,0.99964654,7.858536e-05,0.00011850418,9.000027e-06,2.8877039e-05,7.2651405e-06,3.1078253e-05,2.0065341e-05,1.207299e-05,4.8058842e-05
65,0.8043609,0.008846848,0.0010407805,0.030021822,0.029524378,0.045028362,0.057126272,0.0013118489,0.019943545,0.00279519
66,0.14947198,0.83050615,0.002819555,0.0046435427,0.0006821508,0.0018227502,0.002030038,0.00082355714,0.0032071671,0.0039930707
67,0.9743784,0.0054933196,0.00012423708,0.0013182999,0.0005566637,0.00076526415,0.0004033211,0.003908939,0.0004435692,0.012607926
68,0.02509657,0.9476912,0.00015752003,0.025315672,0.00027774373,0.00023597467,0.0007027285,4.0434894e-05,0.00011918038,0.0003630267
69,0.008657103,0.9907512,3.3494132e-05,0.000307772,2.6753887e-05,3.361801e-05,8.4458785e-05,5.4670522e-06,3.0929954e-05,6.919915e-05
70,0.9549926,0.009085086,0.0019290119,0.0032247093,0.0046643885,0.0012611919,0.014020128,0.004705789,0.0017037063,0.0044134427
71,0.9985958,7.168373e-05,3.4033066e-05,1.6831098e-05,9.6076605e-05,4.8707087e-05,0.0002862748,0.00057491387,1.2143489e-05,0.00026350195
72,0.8690474,0.012357604,0.0024675217,0.03193664,0.021824474,0.018615495,0.023109954,0.014380653,0.004202234,0.0020580515
73,0.7111411,0.0126682455,0.0208929,0.050570324,0.037963603,0.10307286,0.014205864,0.0410689,0.003874646,0.0045415256
74,0.87716144,0.0014523901,0.0016183216,0.005671849,0.02895367,0.003940909,0.064675465,0.0025254153,0.0034206556,0.010579879
75,0.98746616,0.00023092433,5.9828446e-05,9.146741e-05,0.0011331908,0.00029975167,0.00037366367,0.009749329,0.00019619164,0.0003994989
76,0.000706578,0.95834285,0.036911115,0.00058148854,0.0005482673,0.00028570284,0.0008806933,3.9010283e-05,0.0009653757,0.0007388664
77,0.95146084,0.040117197,0.00031979076,0.00021767069,0.0018544121,0.001324543,0.0006151438,0.0015364413,0.0016237543,0.00093013264
78,0.005032226,0.099315405,0.7095213,0.002929565,0.0077560446,0.028271459,0.001922392,0.0011287658,0.13885681,0.0052660257
79,0.003032358,0.00079503603,0.009541879,0.0015087823,0.0012209488,0.024611963,0.0028401774,0.0006590345,0.9548757,0.0009141109
80,0.10765226,0.0046454156,0.00534655,0.241364,0.014575818,0.030583452,0.024780724,0.016614584,0.07198561,0.48245156
81,0.010684793,0.002062306,0.95598185,0.00028049806,0.0055506295,0.0056063198,0.0024185947,0.0010284224,0.0152618885,0.0011246739
82,0.99827206,0.00024898283,1.4395056e-05,5.3908792e-05,2.8335504e-05,2.392948e-05,0.0011289057,8.712116e-05,5.8267797e-05,8.4093e-05
83,0.9950147,0.00026035408,4.6450346e-05,6.649081e-05,0.00021874596,0.00011336731,0.0023496281,0.0016895555,0.000101321035,0.00013938993
84,0.2807027,0.6733901,0.0015225431,0.033994127,0.00047407334,0.0009064244,0.0009231824,0.00070244307,0.0019321312,0.005452275
85,0.0002299525,0.0061255787,0.90609956,0.004454962,0.0013126511,0.0099755535,0.0002113391,0.00016924551,0.071267046,0.00015414976
86,0.7462297,0.0060439766,0.012304597,0.0018411056,0.0042382516,0.0079684,0.0051741656,0.13889806,0.007236028,0.07006571
87,0.09676469,0.006055997,0.000567785,0.88870066,0.0010366318,0.0022984417,0.0021761146,0.00035584503,0.0011345962,0.00090920995
88,0.0031887242,0.01398586,0.96970034,0.0011956199,0.0012803652,0.008187381,0.00036672442,0.000172104,0.0012954712,0.00062737986
89,0.42247033,0.005708429,0.019024422,0.037243083,0.1341076,0.015862279,0.022868,0.31499425,0.0050218967,0.022699721
90,0.9677576,0.00018168605,0.0012845965,0.00091232586,0.0031786945,0.012062852,0.0016077782,0.011080152,0.0005624323,0.0013719256
91,0.7454821,0.003689876,0.0061985203,0.07518371,0.0059894337,0.058613013,0.0053266124,0.012313559,0.0026117968,0.08459136
92,0.22391546,0.15678413,0.4507348,0.005605351,0.046789452,0.027231187,0.03459797,0.023701835,0.024938663,0.0057011205
93,0.9896221,0.0012605076,0.00044597697,0.0001280986,0.0016694219,0.0010018839,0.0017122536,0.0024150824,0.00019878653,0.001545876
94,0.99616396,0.0016337467,0.0014830821,1.4632058e-05,7.386141e-05,2.4942054e-05,0.00014300803,0.00016797501,2.1822358e-05,0.00027300735
95,0.47290638,0.3990222,0.0017268494,0.0026530095,0.08506446,0.009442492,0.009916213,0.007602294,0.0077857175,0.0038803655
96,0.99229807,0.0011648549,7.237596e-05,0.00076983916,0.00083587243,0.0024510392,0.00037336638,0.0013033929,0.00015070396,0.00058050937
97,0.008747904,0.0023986576,0.00089131226,0.004793147,0.0040333928,0.9144764,0.0056552314,0.0011608569,0.056306623,0.0015365251
98,0.68634146,0.0068736034,0.05025738,0.18753864,0.007787903,0.027180728,0.0060312944,0.006214641,0.0044559045,0.017318437
99,0.14896904,0.81472987,0.0050705047,0.0060631298,0.004308069,0.004672286,0.010425125,0.00091039453,0.0028475632,0.0020039866
100,0.027870469,0.011864943,0.09131068,0.004394963,0.33452037,0.04991912,0.046681743,0.07825124,0.30768105,0.047505416
101,0.9991091,0.00021427336,3.2054908e-05,1.5677044e-05,7.9680605e-05,3.351419e-05,0.00011651051,0.00016750606,3.037831e-05,0.00020128678
102,0.36150265,0.0015012252,0.0021719187,0.40272516,0.017402465,0.062259544,0.08668398,0.009325034,0.0032629368,0.053165097
103,0.4207898,0.0072715594,0.0068837893,0.027545827,0.08276215,0.111553274,0.038896877,0.0443421,0.11478189,0.14517272
104,0.93862015,0.005097955,0.00025281234,0.0018160719,0.0004934736,0.02395196,0.020104395,0.0068234117,0.00089363084,0.0019460933
105,0.012935177,0.8096445,0.005478668,0.14954174,0.0015094404,0.009496228,0.006271956,0.0011266466,0.001051653,0.0029440143
106,0.95984375,0.03390141,0.0002329478,0.0007228788,0.0008389828,0.00030049472,0.0011335383,0.001340701,0.00041164437,0.0012736513
107,0.18479161,0.004603597,0.0034469024,0.0012826548,0.041641906,0.014605687,0.014762416,0.72580427,0.0037872149,0.0052737053
108,0.99945694,0.00038316075,8.680131e-06,1.2118706e-05,3.378345e-05,1.02551985e-05,4.2805983e-05,2.8271583e-05,5.561072e-06,1.8411412e-05
109,0.061829183,0.44033244,0.010379116,0.35150078,0.023295239,0.016695619,0.018093815,0.0031224543,0.007123056,0.06762834
110,0.6023786,0.0012503811,0.0023584615,0.007200609,0.026269754,0.019536452,0.028635655,0.3043869,0.0036278793,0.004355253
111,0.4118911,0.04225138,0.049304876,0.35457706,0.022883188,0.02212367,0.010480928,0.017290937,0.040697735,0.028499072
112,0.07801147,0.5996692,0.05089581,0.0022542174,0.0019265831,0.18142697,0.07886751,0.00069338706,0.004298171,0.0019566694
113,0.9967332,0.00038102866,1.59447e-05,3.3191514e-05,0.0008264122,5.537464e-05,9.84746e-05,0.00025422196,5.1775358e-05,0.0015504615
114,0.83118516,0.0020474284,0.0017783361,0.0027222247,0.0076520084,0.015848445,0.004913165,0.07754808,0.005983157,0.050322
115,0.99951386,0.0001972704,4.325846e-05,1.7483399e-05,3.795702e-05,1.7278442e-05,3.8371498e-05,6.7750356e-05,8.969906e-06,5.7827783e-05
116,0.6657601,0.0051393947,0.004620235,0.076272376,0.018534113,0.016048709,0.08561117,0.040283818,0.0065265335,0.08120354
117,0.9924176,0.0015725178,0.00040259102,0.00021019297,0.002571777,0.00011189144,0.00032269093,0.0004187013,0.00012343416,0.0018486587
118,0.9967326,0.0014738747,0.0007899864,0.00015416656,0.00031494367,4.6745994e-05,0.00015828374,6.70777e-05,4.2557065e-05,0.00021981243
119,0.9998118,0.00012837713,1.5131811e-05,1.8363991e-06,6.342024e-06,8.967832e-06,3.5471523e-06,1.1426371e-05,1.9462e-06,1.0669632e-05
120,0.9113206,0.0064401007,0.03962071,0.0018418013,0.005117816,0.0018457929,0.004937019,0.016927049,0.0015723683,0.010376765
121,0.96877015,0.010159752,0.00038333875,0.00023314972,0.0012689229,0.000563231,0.0010034528,0.014860631,0.00018471263,0.002572606
122,0.9988481,0.00085754966,1.7703635e-05,1.815564e-05,5.4027572e-05,1.9006147e-05,0.00011038297,9.185838e-06,3.522659e-05,3.063141e-05
123,0.042842135,0.39719763,0.00950847,0.48495483,0.00816061,0.005492973,0.014220207,0.0025418333,0.008863265,0.026218021
124,0.99972993,3.707353e-05,6.217876e-06,1.6069604e-05,1.8229628e-05,7.6004494e-06,0.000103234444,2.9429897e-05,9.240765e-06,4.2937525e-05
125,0.0708751,0.00083454227,0.92127717,0.00024019256,0.0008130416,0.0008083209,0.0017610133,0.000371628,0.0021243952,0.0008946409
126,0.12467785,0.15976769,0.0023503138,0.022602662,0.052653123,0.29727176,0.023007095,0.0025576085,0.30915472,0.0059571667
127,0.73589903,0.08609855,0.014416347,0.021808313,0.004258622,0.011615852,0.01655712,0.0063894773,0.005519556,0.09743713
128,0.99302095,0.0053297165,0.0002157643,8.239257e-05,0.0002286283,0.00021220051,0.0001048186,9.223562e-05,9.366775e-05,0.0006196776
129,0.0073293396,0.06931351,0.7359251,0.02668299,0.008555854,0.015850265,0.0035803053,0.0022006405,0.12734777,0.0032142536
130,0.02949657,0.96797335,0.00018814484,0.0012763089,0.00013003212,9.407129e-05,0.0005526257,2.9421682e-05,0.0001714559,8.804894e-05
